"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
1225798	27385	0	11726	236074855	PORT RICHMOND SAVINGS	2522 EAST ALLEGHENY AVENUE 	PHILADELPHIA	PA	19134	051	2022-07-26T13:12:16
1228034	27394	0	0	103102106	FIRST BANK & TRUST COMPANY	923 WEST MAIN STREET 	DUNCAN	OK	73533	051	2022-07-27T17:08:43
1293078	27398	0	0	111916656	PEOPLES BANK	35 SOUTH PLAZA 	PARIS	TX	75460	051	2022-07-22T09:52:50
1356768	27408	0	0	11302742	ENTERPRISE BANK AND TRUST COMPANY	222 MERRIMACK STREET 	LOWELL	MA	01852	041	2022-07-28T15:36:40
1369870	27479	21882	0	11060262	FIRST FINANCIAL TRUST NATIONAL ASSOCIATION	380 WASHINGTON STREET 	WELLESLEY	MA	02481	051	2022-07-21T16:53:31
1386251	27476	0	0	103003632	BANCFIRST	100 N. BROADWAY AVE 	OKLAHOMA CITY	OK	73102	041	2022-07-26T17:39:05
1387203	26891	0	0	291971391	LIBERTY BANK MINNESOTA	2842 2ND STREET SOUTH 	SAINT CLOUD	MN	56301	051	2022-07-25T12:00:45
1387605	32647	0	8567	273970682	NORTHWEST BANK	705 GRAND AVENUE 	SPENCER	IA	51301	051	2022-07-25T11:56:26
1391778	27499	0	0	31101282	COMENITY BANK	ONE RIGHTER PARKWAY 	WILMINGTON	DE	19803	041	2022-07-28T12:28:26
1394621	27510	0	17438	62204019	METRO BANK	800 MARTIN STREET SOUTH 	PELL CITY	AL	35128	051	2022-07-29T17:15:14
1394676	27471	25151	0	124071889	AMERICAN EXPRESS NATIONAL BANK	115 WEST TOWNE RIDGE PARKWAY 	SANDY	UT	84070	031	2022-07-28T17:45:30
1396764	27503	0	0	26011921	BERKSHIRE BANK, THE	4 EAST 39TH STREET 	NEW YORK	NY	10016	051	2022-07-27T16:03:36
1397471	91280	0	0	82001687	BANK OF LITTLE ROCK	200 NORTH STATE STREET 	LITTLE ROCK	AR	72201	051	2022-07-26T11:18:41
1402384	27560	0	0	62204022	NORTH ALABAMA BANK	13914 HIGHWAY 231-431 NORTH 	HAZEL GREEN	AL	35750	051	2022-07-13T10:47:20
1404481	27496	0	16498	53202114	BANK OF THE LOWCOUNTRY	1100 NORTH JEFFERIES BLVD 	WALTERBORO	SC	29488	051	2022-07-27T13:51:04
1404883	27556	0	0	71005254	BURLING BANK	141 WEST JACKSON BOULEVARD 	CHICAGO	IL	60604	051	2022-07-20T13:20:38
1412712	27572	21699	0	122241802	COMMUNITY WEST BANK, NATIONAL ASSOCIATION	5827 HOLLISTER AVENUE 	GOLETA	CA	93117	051	2022-07-29T18:51:04
1414819	32718	0	13285	67011456	HELM BANK USA	999 BRICKELL AVENUE 	MIAMI	FL	33131	041	2022-07-26T16:05:33
1416279	32957	708672	8672	11052500	PRUDENTIAL BANK AND TRUST, FSB	280 TRUNBULL STREET 	HARTFORD	CT	06103	051	2022-10-06T08:49:21
1418255	32908	0	0	322286489	TUSTIN COMMUNITY BANK	13891 NEWPORT AVENUE, SUITE 100 	TUSTIN	CA	92780	051	2022-07-29T00:12:57
1429028	34456	0	0	111302600	KEYSTONE BANK, SSB	11500 BEE CAVE ROAD, SUITE 150 	AUSTIN	TX	78738	051	2022-08-26T11:53:10
1435092	34014	22807	0	111317569	TEXAS NATIONAL BANK	400 E BROADWAY 	SWEETWATER	TX	79556	051	2022-07-30T14:40:37
1436071	32737	0	12643	63113879	DRUMMOND COMMUNITY BANK	1627 NORTH YOUNG BOULEVARD 	CHIEFLAND	FL	32626	041	2022-07-14T17:56:15
1436204	32779	0	0	121141877	BANK OF MARIN	504 TAMALPAIS DRIVE 	CORTE MADERA	CA	94925	041	2022-07-26T13:14:57
1440117	32838	0	14971	53202130	COMMUNITY FIRST BANK INC.	3685 BLUE RIDGE BLVD 	WALHALLA	SC	29691	051	2022-07-28T14:28:16
1443266	25178	24077	0	121141822	BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION	555 CALIFORNIA STREET 	SAN FRANCISCO	CA	94104	031	2022-07-29T11:56:27
1444021	32961	22121	0	121045122	BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION	400 HOWARD STREET 	SAN FRANCISCO	CA	94105	031	2022-07-28T15:59:53
1445943	32912	0	0	42104168	WHITAKER BANK, INC	2001 PLEASANT RIDGE DRIVE 	LEXINGTON	KY	40509	041	2022-08-15T12:07:33
1447639	32941	0	0	112017619	WESTSTAR BANK	601 NORTH MESA STREET, SUITE 1100 	EL PASO	TX	79901	051	2022-07-29T19:31:47
1456501	32992	24908	0	26014630	MORGAN STANLEY BANK, N.A.	201 SOUTH MAIN STREET, 5TH FLOOR 	SALT LAKE CITY	UT	84111	031	2022-07-29T17:25:36
1458608	32974	0	9265	265070435	GULF COAST BANK AND TRUST COMPANY	200 ST. CHARLES STREET 	NEW ORLEANS	LA	70130	041	2022-07-27T15:54:13
1459717	33005	0	0	81025198	FCB BANKS	800 BELTLINE ROAD 	COLLINSVILLE	IL	62234	041	2022-07-26T14:09:00
1459735	33009	0	0	31100872	COUNTY BANK	19927 SHUTTLE ROAD SUITE A1	REHOBOTH BEACH	DE	19971	051	2022-08-17T15:31:20
1459799	33010	0	16315	61103849	FIRST PEOPLES BANK	105 CHIPLEY STREET 	PINE MOUNTAIN	GA	31822	051	2022-07-19T12:19:35
1462986	33013	23006	0	122086944	ASIAN PACIFIC NATIONAL BANK	333 WEST VALLEY BOULEVARD 	SAN GABRIEL	CA	91776	051	2022-07-25T19:03:30
1469677	33119	0	0	42102160	HERITAGE BANK, INC.	456 COMMONWEALTH AVENUE 	ERLANGER	KY	41018	051	2022-07-28T12:07:19
1470150	33131	22351	0	291271305	FIRST FARMERS & MERCHANTS NATIONAL BANK	114 SOUTH PARK STREET 	FAIRMONT	MN	56031	041	2022-07-20T15:24:29
1474309	32968	0	0	62104070	COMMUNITY BANK & TRUST-ALABAMA	202 NORTH POWELL STREET 	UNION SPRINGS	AL	36089	051	2022-08-09T19:30:06
1478231	33137	0	0	75912673	CORNERSTONE COMMUNITY BANK	2090 WISCONSIN AVENUE 	GRAFTON	WI	53024	051	2022-07-29T16:24:30
1479470	33136	0	0	31302528	WOODLANDS BANK	2450 EAST THIRD STREET 	WILLIAMSPORT	PA	17701	051	2022-07-29T10:28:44
1481745	33204	0	0	91905680	PREMIER BANK MINNESOTA	101 EAST 10TH STREET 	HASTINGS	MN	55033	051	2022-07-29T09:23:49
1481754	33202	0	0	91905664	PREMIER BANK ROCHESTER	421 FIRST AVENUE SOUTHWEST 	ROCHESTER	MN	55902	051	2022-07-29T09:29:42
1492817	18474	0	0	101102564	FIRST KANSAS BANK	101 NORTH MAIN STREET 	HOISINGTON	KS	67544	041	2022-07-27T17:01:42
1493319	33103	708857	8857	321071161	GATEWAY BANK, F.S.B.	360 8TH STREET 	OAKLAND	CA	94607	051	2022-07-28T21:01:36
1494482	33183	0	0	125108175	SOUND BANKING COMPANY	6107 LAKE GROVE STREET SOUTHWEST 	LAKEWOOD	WA	98499	051	2022-07-22T16:33:11
1494914	33188	0	0	26011963	SHINHAN BANK AMERICA	330 FIFTH AVENUE, 4TH FLOOR 	NEW YORK	NY	10001	041	2022-07-28T11:16:27
1629903	27102	23250	0	271250087	ASSOCIATED TRUST COMPANY, NATIONAL ASSOCIATION	815 NORTH WATER STREET 	MILWAUKEE	WI	53202	041	2022-07-28T13:59:32
1718188	33216	0	0	125200934	NORTHRIM BANK	3111 C STREET 	ANCHORAGE	AK	99503	051	2022-07-28T18:54:53
1718469	33111	708876	8876	107089335	COLORADO FEDERAL SAVINGS BANK	8400 EAST PRENTICE AVENUE, SUITE 840 	GREENWOOD VILLAGE	CO	80111	041	2022-07-29T14:12:24
1820979	33239	22281	0	41248863	TRUST COMPANY OF TOLEDO, NATIONAL ASSOCIATION, THE	1630 TIMBERWOLF DR 	HOLLAND	OH	43528	041	2022-07-26T10:31:49
1836701	33380	0	0	104000469	ENTERPRISE BANK	12800 WEST CENTER ROAD 	OMAHA	NE	68144	051	2022-07-20T08:02:35
1842065	33306	0	0	71006486	CIBC BANK USA	120 SOUTH LA SALLE STREET 	CHICAGO	IL	60603	041	2022-08-24T14:07:19
1852569	33316	0	0	121405212	ANZ GUAM, INC.	424 WEST O'BRIEN DRIVE, SUITE 112 	HAGATNA	GU	96910	051	2022-08-02T18:39:20
1863097	33418	22210	0	11701987	LEDYARD NATIONAL BANK	320 MAIN STREET 	NORWICH	VT	05055	041	2022-07-28T16:18:13
1864197	33457	0	0	121142119	OAK VALLEY COMMUNITY BANK	125 NORTH THIRD AVENUE 	OAKDALE	CA	95361	041	2022-07-27T15:20:14
1867983	33440	0	0	63114001	CITIZENS FIRST BANK	1050 LAKE SUMTER LANDING 	THE VILLAGES	FL	32162	041	2022-07-27T13:12:16
1872941	33450	0	0	104900527	ARBOR BANK	911 CENTRAL AVENUE 	NEBRASKA CITY	NE	68410	051	2022-07-15T14:45:24
1872996	33458	0	0	75912712	MONONA BANK	5515 MONONA DRIVE 	MONONA	WI	53716	051	2022-07-28T17:03:04
1879016	33470	0	0	82901745	TODAY'S BANK	432 HARMONY ROAD 	HUNTSVILLE	AR	72740	051	2022-07-28T13:38:13
1883321	26312	715660	15660	122241255	FIRST AMERICAN TRUST, FSB	5 FIRST AMERICAN WAY 	SANTA ANA	CA	92707	041	2022-07-25T12:49:41
1885932	33492	0	14969	65003592	CRESCENT BANK & TRUST	1100 POYDRAS STREET 	NEW ORLEANS	LA	70163	041	2022-07-25T11:44:01
1890525	33503	0	12989	21210057	UNITY BANK	64 OLD HIGHWAY 22 	CLINTON	NJ	08809	051	2022-07-25T14:37:44
1892154	33506	22327	12428	61204735	FIRST NATIONAL BANK OF COFFEE COUNTY	420 SOUTH MADISON AVE. 	DOUGLAS	GA	31533	051	2022-07-21T15:04:46
1893049	33497	0	0	111994377	CHARLES SCHWAB PREMIER BANK, SSB	3000 SCHWAB WAY 	WESTLAKE	TX	76262	031	2022-07-29T17:31:20
1914421	33542	0	0	124302914	ROCK CANYON BANK	215 WEST 2230 NORTH 	PROVO	UT	84604	041	2022-07-28T16:24:04
1917301	27589	25149	14238	71925334	LAKE FOREST BANK & TRUST COMPANY, NATIONAL ASSOCIATION	727 NORTH BANK LANE 	LAKE FOREST	IL	60045	031	2022-08-08T15:25:33
1918344	33539	0	0	122042205	PREFERRED BANK	601 SOUTH FIGUEROA STREET, 29TH FLOOR 	LOS ANGELES	CA	90017	041	2022-07-28T18:59:05
1929247	33555	22311	0	63116737	SOUTHSTATE BANK, N.A.	1101 FIRST STREET SOUTH 	WINTER HAVEN	FL	33880	041	2022-08-11T15:37:41
1940747	33565	23852	9702	267090060	DESJARDINS BANK, NATIONAL ASSOCIATION	1001 EAST HALLANDALE BEACH BLVD 	HALLANDALE	FL	33009	051	2022-07-29T14:42:19
1945247	33568	0	0	36002810	UNITED BANK OF PHILADELPHIA	30 S. 15TH STREET 	PHILADELPHIA	PA	19102	051	2022-07-29T18:01:32
2002222	33739	0	11491	64104036	CITIZENS COMMUNITY BANK	1418 DINAH SHORE BOULEVARD 	WINCHESTER	TN	37398	051	2022-07-19T15:09:00
2006024	33708	0	13929	71006651	INTERNATIONAL BANK OF CHICAGO	5069 NORTH BROADWAY STREET 	CHICAGO	IL	60640	051	2022-07-29T15:29:17
2007991	33753	0	0	81025363	CITIZENS COMMUNITY BANK	9 EAST MAIN STREET 	MASCOUTAH	IL	62258	051	2022-07-29T14:57:19
2009605	33758	0	0	91310767	STARION BANK	333 NORTH FOURTH STREET 	BISMARCK	ND	58501	041	2022-09-27T16:15:07
2010722	33761	0	0	91905745	VILLAGE BANK	3350 BRIDGE STREET 	SAINT FRANCIS	MN	55070	051	2022-07-28T12:21:19
2037185	33794	0	0	64204075	FIRST COMMUNITY BANK OF EAST TENNESSEE	809 WEST MAIN STREET 	ROGERSVILLE	TN	37857	051	2022-07-28T15:31:28
2044811	33803	25203	12660	71925389	WHEATON BANK & TRUST COMPANY, NATIONAL ASSOCIATION	100 NORTH WHEATON AVENUE 	WHEATON	IL	60187	041	2022-08-08T15:47:30
2044820	33805	0	0	71925376	COMMUNITY BANK OF ELMHURST	330 WEST BUTTERFIELD ROAD 	ELMHURST	IL	60126	051	2022-09-21T17:36:54
2051127	33812	22553	0	75912738	AMERICAN NATIONAL BANK-FOX CITIES	2200 NORTH RICHMOND STREET 	APPLETON	WI	54911	051	2022-07-28T13:38:31
2059990	33818	711025	11025	82901790	PRIORITY BANK	3401 EAST MISSION BOULEVARD 	FAYETTEVILLE	AR	72703	051	2022-07-29T11:12:19
2068107	33823	0	0	124302927	CAPITAL COMMUNITY BANK	3280 NORTH UNIVERSITY AVENUE 	PROVO	UT	84604	051	2022-07-27T18:43:57
2078290	33826	0	0	125108272	COLUMBIA STATE BANK	1301 A STREET, SUITE 800 	TACOMA	WA	98402	041	2022-07-28T13:45:52
2107181	33831	716138	16138	42274551	FDS BANK	9111 DUKE BOULEVARD 	MASON	OH	45040	051	2022-07-28T10:37:56
2107341	33832	0	0	81506646	FIRST COMMUNITY BANK OF THE OZARKS	931 STATE HWY 248 	BRANSON	MO	65616	051	2022-07-26T12:03:00
2119773	33849	25212	14285	71925402	HINSDALE BANK & TRUST COMPANY, NATIONAL ASSOCIATION	25 EAST FIRST STREET 	HINSDALE	IL	60521	041	2022-08-08T15:29:06
2121196	33947	22611	0	31101347	TD BANK USA, NATIONAL ASSOCIATION	2035 LIMESTONE ROAD 	WILMINGTON	DE	19808	041	2022-09-23T15:43:04
2122997	33855	22594	0	41202980	CREDIT FIRST NATIONAL ASSOCIATION	6275 EASTLAND RD 	BROOK PARK	OH	44142	041	2022-07-27T16:52:04
2123930	33851	0	0	84304117	BANK OF MILAN, THE	2011 EAST VAN HOOK 	MILAN	TN	38358	051	2022-07-20T12:34:06
2132594	33859	0	0	21912928	CATSKILL HUDSON BANK	4445 STATE ROUTE 42N 	MONTICELLO	NY	12701	051	2022-07-29T10:40:40
2132941	33860	22652	0	74006674	NATIONAL BANK OF INDIANAPOLIS, THE	107 NORTH PENNSYLVANIA STREET, SUITE 700 	INDIANAPOLIS	IN	46204	051	2022-07-28T15:14:02
2140348	55130	0	16940	71993214	ALLIED FIRST BANK, SB	3201 ORCHARD ROAD 	OSWEGO	IL	60543	051	2022-08-01T14:48:54
2142155	33867	0	13327	73902232	QUAD CITY BANK AND TRUST COMPANY	2118 MIDDLE ROAD 	BETTENDORF	IA	52722	041	2022-07-26T18:05:45
2163477	33879	24771	0	63057016	RAYMOND JAMES TRUST, NATIONAL ASSOCIATION	710 CARILLON PARKWAY 	SAINT PETERSBURG	FL	33716	041	2022-07-29T10:45:38
2164111	33880	0	0	75912741	WISCONSIN RIVER BANK	608 PHILLIPS BOULEVARD 	SAUK CITY	WI	53583	051	2022-07-20T16:03:24
2182786	33124	0	0	26014601	GOLDMAN SACHS BANK USA	200 WEST STREET 	NEW YORK	NY	10282	031	2022-10-07T17:30:16
2193616	33893	0	0	63191749	RAYMOND JAMES BANK	710 CARILLON PARKWAY 	SAINT PETERSBURG	FL	33716	031	2022-08-17T16:56:55
2209553	33905	0	0	121142287	HERITAGE BANK OF COMMERCE	224 AIRPORT PARKWAY 	SAN JOSE	CA	95110	041	2022-07-29T16:43:19
2218443	33922	712117	12117	91471651	FRONTIER BANK	101 SOUTH PHILLIPS AVENUE 	SIOUX FALLS	SD	57104	051	2022-07-28T16:32:25
2232757	33926	0	14972	72413683	CHARLEVOIX STATE BANK	111 STATE STREET 	CHARLEVOIX	MI	497200407	051	2022-07-20T15:15:42
2233875	33959	23523	12209	67091764	NATBANK, NATIONAL ASSOCIATION	4031 OAKWOOD BOULEVARD 	HOLLYWOOD	FL	33020	051	2022-07-26T16:50:26
2236821	33928	22545	0	21112935	PATRIOT BANK, NATIONAL ASSOCIATION	999 BEDFORD STREET 	STAMFORD	CT	06905	051	2022-08-17T16:37:27
2239288	33935	25196	14331	71925444	WINTRUST BANK, NATIONAL ASSOCIATION	231 SOUTH LA SALLE STREET 	CHICAGO	IL	60604	041	2022-08-08T15:50:41
2253891	33954	24828	0	51405515	CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION	4851 COX ROAD 	GLEN ALLEN	VA	23060	031	2022-08-03T14:14:12
2262718	33962	24350	0	61053258	SYNOVUS TRUST COMPANY, NATIONAL ASSOCIATION	1148 BROADWAY 	COLUMBUS	GA	31901	041	2022-07-25T08:21:31
2265456	34069	22859	0	22313005	WILMINGTON TRUST, NATIONAL ASSOCIATION	1100 NORTH MARKET STREET 	WILMINGTON	DE	19801	041	2022-07-29T11:31:20
2297998	34010	0	0	122242296	EVERTRUST BANK	2 NORTH LAKE AVENUE, SUITE 110 	PASADENA	CA	91101	051	2022-07-27T14:17:38
2298995	34011	25202	16587	71925460	VILLAGE BANK & TRUST, NATIONAL ASSOCIATION	234 WEST NORTHWEST HIGHWAY 	ARLINGTON HEIGHTS	IL	60004	041	2022-07-29T16:51:48
2304636	34020	0	0	101106751	COMMUNITY BANK	5431 SOUTHWEST 29TH STREET 	TOPEKA	KS	66614	041	2022-08-25T16:48:51
2305969	34023	0	14045	64204253	TNBANK	401 SOUTH ILLINOIS AVENUE 	OAK RIDGE	TN	37830	051	2022-09-28T08:33:47
2316714	34038	0	0	71925525	PARK RIDGE COMMUNITY BANK	626 TALCOTT ROAD 	PARK RIDGE	IL	60068	051	2022-07-08T12:26:18
2317672	34040	0	0	102006326	FIRST AMERICAN STATE BANK	8390 EAST CRESCENT PARKWAY, SUITE 100 	GREENWOOD VILLAGE	CO	80111	051	2022-07-21T18:21:05
2325882	34056	24452	0	21054792	DEUTSCHE BANK TRUST COMPANY, NATIONAL ASSOCIATION	 	NEW YORK	NY	10019	041	2022-07-28T11:49:12
2328137	34047	0	16497	53202208	FIRST COMMUNITY BANK	5455 SUNSET BLVD 	LEXINGTON	SC	29072	041	2022-08-24T13:32:22
2328285	34057	22926	0	41050022	PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION, THE	1422 EUCLID AVE, HANNA BLD 1130 	CLEVELAND	OH	441152001	051	2022-07-30T08:59:51
2329200	34052	0	0	75912770	BAY BANK	2555 PACKERLAND DRIVE 	GREEN BAY	WI	54313	041	2022-08-08T14:17:58
2332910	34496	0	0	122242377	FIRST COMMERCIAL BANK (U.S.A)	200 EAST MAIN STREET 	ALHAMBRA	CA	91801	051	2022-07-28T17:59:40
2333140	34548	22770	0	122242571	NEIGHBORHOOD NATIONAL BANK	2987 JAMACHA ROAD 	EL CAJON	CA	92019	051	2022-07-29T18:31:52
2337335	34065	22874	0	101057800	UMB BANK & TRUST, NATIONAL ASSOCIATION	1010 GRAND BOULEVARD 	KANSAS CITY	MO	64106	051	2022-07-29T12:19:26
2339599	34074	0	0	75912806	CAPITOL BANK	710 NORTH HIGH POINT ROAD 	MADISON	WI	53717	051	2022-07-27T10:27:19
2339795	34073	25197	14239	71925567	LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION	507 NORTH MILWAUKEE AVENUE 	LIBERTYVILLE	IL	60048	041	2022-08-08T15:33:40
2339900	34076	0	15203	71925554	ILLINOIS BANK & TRUST	4571 GUILFORD ROAD 	ROCKFORD	IL	61107	041	2022-07-26T10:02:12
2343167	34108	0	0	71006868	PAN AMERICAN BANK & TRUST	1440 WEST NORTH AVENUE 	MELROSE PARK	IL	60160	051	2022-08-01T12:04:15
2344753	34068	22883	15493	61204858	THOMASVILLE NATIONAL BANK	301 NORTH BROAD STREET 	THOMASVILLE	GA	31792	051	2022-07-29T14:05:10
2349459	34116	0	16387	61104877	FIRST BANK	118 NORTH HAMILTON STREET 	DALTON	GA	30720	051	2022-07-18T14:36:24
2353595	13012	0	0	51501299	FIRST COMMUNITY BANK	29 COLLEGE DRIVE 	BLUEFIELD	VA	24605	051	2022-07-29T08:14:00
2354323	34138	0	14560	61104880	GREATER COMMUNITY BANK	1490 MARTHA BERRY BLVD 	ROME	GA	30165	041	2022-07-13T11:50:29
2354387	34110	22905	15711	61104893	QUANTUM NATIONAL BANK	505 PEACHTREE INDUSTRIAL BOULEVARD 	SUWANEE	GA	30024	041	2022-07-26T10:07:00
2354985	34444	0	0	31302971	CUSTOMERS BANK	40 GENERAL WARREN BLVD SUITE 200	MALVERN	PA	19355	041	2022-07-30T16:52:30
2356091	34150	0	0	83902507	FIRST UNITED BANK AND TRUST COMPANY, INC.	162 NORTH MAIN STREET 	MADISONVILLE	KY	42431	051	2022-07-19T16:29:34
2358769	57197	24224	0	91310754	BNC NATIONAL BANK	20175 NORTH 67TH AVENUE 	GLENDALE	AZ	85308	051	2022-07-29T15:47:31
2362458	5146	11668	0	113093852	WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION	2005 TAYLOR STREET 	HOUSTON	TX	77007	031	2022-07-29T16:11:46
2371816	34162	0	0	75912835	WEST POINTE BANK	1750 WITZEL AVENUE 	OSHKOSH	WI	54902	051	2022-07-25T13:33:32
2372774	34102	0	0	52202225	SUMMIT COMMUNITY BANK, INC.	310 NORTH MAIN STREET 	MOOREFIELD	WV	26836	041	2022-07-28T11:01:21
2385514	34217	0	0	65303360	FIRST BANK, THE	6480 US HIGHWAY 98 WEST 	HATTIESBURG	MS	39402	041	2022-08-17T18:03:17
2390929	34120	0	14546	72413735	BANK OF ANN ARBOR	125 SOUTH FIFTH AVENUE 	ANN ARBOR	MI	48104	041	2022-08-17T13:53:25
2391588	34171	0	0	91905826	ONB BANK	975 34TH AVENUE NW 	ROCHESTER	MN	55901	051	2022-07-21T14:17:21
2396592	34146	0	0	101206994	PEOPLE'S BANK OF SENECA	1615 CHEROKEE 	SENECA	MO	64865	051	2022-07-26T15:59:55
2396604	34148	0	0	102306356	BANK OF STAR VALLEY, THE	384 WASHINGTON 	AFTON	WY	83110	051	2022-08-18T16:30:39
2398701	22398	16629	0	26004624	MODERN BANK, NATIONAL ASSOCIATION	250 WEST 55TH STREET 	NEW YORK	NY	10019	051	2022-07-29T09:40:02
2434113	34147	0	0	11501682	BANK RHODE ISLAND	ONE TURKS HEAD PLACE 	PROVIDENCE	RI	02903	051	2022-07-28T15:02:51
2451240	34252	0	0	121042484	PACIFIC COAST BANKERS' BANK	1676 NORTH CALIFORNIA BOULEVARD, S-300 	WALNUT CREEK	CA	94596	041	2022-08-31T21:00:17
2465881	34211	0	0	104102309	PLATTE VALLEY BANK	1212 CIRCLE DRIVE 	SCOTTSBLUFF	NE	69361	051	2022-07-25T15:19:41
2467670	34193	0	0	31100966	APPLIED BANK	2200 CONCORD PIKE SUITE 102	WILMINGTON	DE	19803	051	2022-07-27T17:15:47
2471239	34294	0	13813	52073519	CFG COMMUNITY BANK	11 W. RIDGELY ROAD 	LUTHERVILLE	MD	21093	051	2022-07-29T15:08:55
2482824	34207	23049	0	103103985	GREAT PLAINS NATIONAL BANK	2017 WEST THIRD 	ELK CITY	OK	73644	051	2022-07-28T16:31:54
2483120	34209	0	15104	53112071	SURREY BANK & TRUST	145 NORTH RENFRO STREET 	MOUNT AIRY	NC	27030	051	2022-07-27T13:20:44
2483438	34210	0	0	121142407	COMMUNITY BANK OF THE BAY	180 GRAND AVENUE 	OAKLAND	CA	94612	051	2022-07-29T14:51:55
2489805	34221	24981	0	21272778	MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION	2000 WESTCHESTER AVENUE 	PURCHASE	NY	10577	031	2022-07-29T17:09:32
2490285	34455	23182	0	111306758	FIRST NATIONAL BANK	118 NORTH GARFIELD STREET 	ROTAN	TX	79546	051	2022-07-19T15:06:54
2497181	34254	0	0	83902633	PLANTERS BANK, INC.	1312 SOUTH MAIN 	HOPKINSVILLE	KY	42240	051	2022-09-08T18:24:54
2502656	34351	0	0	122487129	USAA SAVINGS BANK	3773 HOWARD HUGHES PARKWAY, SUITE 190N 	LAS VEGAS	NV	89169	031	2022-07-29T11:33:14
2502825	34331	23097	0	102050026	DSRM NATIONAL BANK	5600 WYOMING BOULEVARD NE, SUITE 275 	ALBUQUERQUE	NM	87109	051	2022-07-28T09:28:20
2505424	34240	0	0	75972105	WOLF RIVER COMMUNITY BANK	309 EAST MAIN STREET 	HORTONVILLE	WI	54944	051	2022-07-20T14:20:03
2505451	34229	0	16903	61104929	CITIZENS BANK OF GEORGIA, THE	651 VETERANS MEMORIAL BOULEVARD 	CUMMING	GA	30040	051	2022-07-26T13:42:13
2505460	34409	0	14335	65203648	BANK, THE	1304 NORTH CUTTING AVENUE 	JENNINGS	LA	70546	051	2022-07-30T20:37:39
2508751	34395	23216	0	71925651	BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION	201 SOUTH HOUGH STREET 	BARRINGTON	IL	60010	041	2022-07-29T16:51:51
2512347	34256	0	0	42102597	CITIZENS COMMERCE BANK	534 MARSAILLES ROAD 	VERSAILLES	KY	40383	041	2022-07-26T14:26:40
2515320	34401	0	0	107006428	FORTIS PRIVATE BANK	1550 17TH STREET, SUITE 203 	DENVER	CO	80202	051	2022-07-29T10:49:33
2529176	34394	23226	0	91409610	SECURITY NATIONAL BANK OF SOUTH DAKOTA	325 DAKOTA DUNES BLVD. 	DAKOTA DUNES	SD	57049	051	2022-07-20T10:38:43
2531562	34393	0	14402	71925693	1ST EQUITY BANK	3956 WEST DEMPSTER 	SKOKIE	IL	60076	051	2022-08-12T15:05:26
2531991	34465	23201	0	31150107	WELLS FARGO DELAWARE TRUST COMPANY, NATIONAL ASSOCIATION	505 CARR ROAD 	WILMINGTON	DE	19809	031	2022-07-29T13:57:40
2533043	34334	0	15967	71025645	AMERICAN METRO BANK	4878 NORTH BROADWAY 	CHICAGO	IL	60640	051	2022-07-25T14:17:11
2533119	34416	0	15785	71925680	NORTHSIDE COMMUNITY BANK	5103 WASHINGTON STREET 	GURNEE	IL	60031	051	2022-07-29T16:15:41
2536633	34488	0	15421	73922607	HIAWATHA BANK & TRUST COMPANY	777 NORTH CENTER POINT ROAD 	HIAWATHA	IA	52233	051	2022-07-06T12:06:57
2539960	34384	0	14334	73922555	PREMIER BANK	1004 21ST AVENUE 	ROCK VALLEY	IA	51247	051	2022-07-27T14:49:47
2562137	34407	0	15762	73922571	NORTHSTAR BANK	2202 CENTRAL AVE 	ESTHERVILLE	IA	51334	051	2022-07-22T11:25:21
2562164	34403	0	0	125108405	COASTAL COMMUNITY BANK	5415 EVERGREEN WAY 	EVERETT	WA	98203	041	2022-08-09T16:22:18
2567123	34588	23412	0	123058515	U.S. BANK TRUST COMPANY, NATIONAL ASSOCIATION	111 SOUTHWEST FIFTH AVENUE 	PORTLAND	OR	97204	041	2022-07-29T10:26:01
2568063	34415	713570	13570	111993695	FIRST COMMAND BANK	1 FIRSTCOMM PLAZA 	FORT WORTH	TX	76109	041	2022-07-29T18:42:18
2576134	34404	0	0	124384589	WEBBANK	215 SOUTH STATE STREET, SUITE 800 	SALT LAKE CITY	UT	84111	051	2022-08-10T18:54:21
2577739	34457	0	0	84304434	BANK OF JACKSON, THE	420 OIL WELL ROAD 	JACKSON	TN	38305	051	2022-09-09T12:47:04
2580243	34422	0	0	31302997	AMERICAN BANK	4029 WEST TILGHMAN STREET 	ALLENTOWN	PA	18104	041	2022-08-12T10:59:44
2587916	34233	0	15630	67014246	MARINE BANK & TRUST COMPANY	571 BEACHLAND BOULEVARD 	VERO BEACH	FL	32963	051	2022-07-25T09:50:11
2594240	34562	0	0	82008583	ENCORE BANK	1801 RAHLING RD. 	LITTLE ROCK	AR	72223	051	2022-07-28T17:39:04
