"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
366658			731	33	11	0	781	94	0																				
366854			336	336	56	0	0	56	0				0																
367150			640	241	8	0	482	91	0																				
367178			1189	21	17	0	1151	0	0																				
367431			2624	638	86	0	2448	548	0																				
367543			2067	139	18	0	1972	62	0																				
368054			902	46	3	0	865	12	0																				
368344		0	368	20	0	0	362	14	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368522			1194	29	5	0	1208	48	0																				
368933			915	60	22	0	918	85	0																				
368951			2121	345	70	0	1729	23	0																				
369453			1042	105	20	0	1259	342	0																				
369659			9157	3300	50	0	8826	3019	0																				
370020			3174	860	98	0	2990	774	0																				
370271		0	286	432	0	0	16831	146	-16831			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
370347			1286	150	2	0	1245	111	0																				
370721			1939	80	26	0	1847	14	0				0																
370833			276	185	26	0	243	178	0																				
370954			545	43	3	0	503	4	0																				
371223			2661	588	17	0	2069	13	0																				
371232			1705	530	170	0	1010	5	0																				
371362			3573	1259	117	0	2817	620	0																				
371559			804	100	0	0	704	0	0																				
371755			422	100	27	0	295	0	0			0	0																
371849			723	515	35	0	764	591	0																				
371924			12771	4000	230	0	9867	1326	0																				
371942			510	74	5	0	452	21	0																				
372444			626	115	25	0	576	90	0																				
372538			5619	1929	242	0	4364	916	0																				
372640			833	90	23	0	761	41	0																				
372855			1048	386	50	0	680	68	0			0	0																
373115			9897	1775	811	0	8460	1149	0				0																
373272			277	0	0	0	277	0	0																				
373553			619	0	3	0	619	3	0																				
373601			706	0	0	0	706	0	0				0																
374130			1293	0	123	0	1216	46	0																				
374354			465	150	0	0	315	0	0																				
374653			21668	12746	1158	0	19424	11660	0				0																
374774			965	0	12	0	956	3	0																				
375034			18618	6003	226	0	14260	1871	0				0																
375043			12662	6250	339	0	10945	4872	0			0	0																
375379			287	0	0	0	287	0	0																				
375502			18517	5597	165	0	13845	1090	0																				
375566			8076	2235	190	0	5986	335	0																				
375650			210	5	0	0	205	0	0																				
376237			545	21	170	0	527	173	0																				
376273			13400	0	544	0	13218	362	0				0																
376442			4584	2457	6	0	4101	1992	12			0	0																
376947			1740	0	19	0	1803	82	0																				
377663			1053	489	3	0	1025	464	0			0	0																
377850			462	135	2	0	432	107	0																				
377908			35486	5825	314	0	29585	238	0				0																
378044			213	48	0	0	169	4	0																				
378110			318	12	5	0	315	14	0																				
379050			318	0	3	0	317	2	0																				
379153			781	0	40	0	802	61	0																				
379470			579	37	0	0	542	0	0																				
379649			689	200	9	0	503	23	0			0	0																
379920		0	362777	121776	20770	0	195137	80191	105285					0	0	-4	48	0	44	0	0	0	0	0	0	0	0	0	
380346			1533	0	529	0	1147	143	0																				
380458			9032	2712	61	0	6553	294	0																				
380533			1517	270	10	0	1515	278	0																				
380654			1123	24	12	0	1091	4	0																				
380878			223	0	0	0	223	0	0																				
380944			693	-200	75	0	879	61	0																				
381026			383	120	5	0	328	70	0				0																
381343			9126	3376	164	0	6566	980	0				0																
381839			3047	290	101	0	2808	152	0																				
381932			3338	560	47	0	3013	282	0																				
381950			833	260	19	0	1041	487	0																				
382050			3298	1599	56	0	1875	232	0																				
382069		0	2135	1400	223	0	2300	921	-867					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382256			408	0	0	0	409	1	0																				
382274			30	0	0	0	30	0	0																				
382443			777	0	2	0	790	15	0																				
382537			1598	120	104	0	1701	327	0																				
382649			4599	1760	72	0	3355	588	0																				
382658			2609	290	184	0	2480	345	0																				
382742			1227	476	14	0	841	104	0																				
382854			951	292	15	0	809	165	0				0																
384018			24550	9876	47	0	14774	147	0																				
384278			26493	20782	268	0	5929	486	0				615																
384353			75	5	0	0	71	1	0																				
384652			4399	269	385	0	3745	0	0																				
384830			1124	140	5	0	993	14	0																				
385350			1143	112	4	0	1049	22	0																				
385471			9731	5	0	0	9726	0	0																				
385547			1714	227	49	0	1465	27	0																				
385686			2569	0	0	0	2569	0	0																				
386432			913	345	53	0	889	374	0																				
386450			2625	300	25	0	2300	0	0				0																
386731			1181	214	47	0	1076	156	0																				
386825			425	12	1	0	412	0	0																				
386852			2392	128	112	0	2492	340	0				0																
387055			963	147	1	0	820	5	0																				
387671			3616	0	190	0	3496	70	0																				
388155			2146	352	37	0	1981	224	0																				
388258			391	190	17	0	336	152	0																				
388557			719	120	111	0	492	4	0																				
388744			4047	1025	244	0	2851	73	0																				
388753			292	50	2	0	284	44	0																				
388874			504	0	0	0	504	0	0																				
388940			604	53	2	0	667	118	0																				
389059			1049	0	15	0	1037	3	0																				
389358			1130	101	1	0	1033	5	0																				
389376			404	0	12	0	392	0	0																				
389826			132	24	1	0	111	4	0																				
390372			1595	-160	314	0	1444	3	0																				
390840			2472	450	360	0	1689	27	0																				
391418			1190	509	54	0	882	255	0																				
391557			881	207	16	0	705	47	0																				
391575			2791	850	33	0	1988	80	0				0																
391959			1085	90	6	0	1056	67	0			0	0																
391977			3491	1318	30	0	2907	764	0																				
392152			921	144	6	0	865	94	0																				
392255			987	75	43	0	923	54	0																				
392778			2999	1566	3	0	2957	1527	0																				
393252			979	0	6	0	975	2	0																				
393355			1528	390	0	0	1316	178	0			0	0																
393953			5910	975	24	0	4931	20	0																				
394156			1208	660	276	0	905	633	0																				
394259			5231	900	148	0	4447	264	0				0																
395238		0	605736	336052	24549	0	281402	119261	82994					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396057			717	-50	73	0	701	7	0																				
396244			2054	1151	280	0	2048	1425	0				0																
396253			1319	392	27	0	1189	289	0																				
396356			330	17	1	0	313	1	0																				
396954			2331	1050	120	0	1508	347	0																				
397456			1882	44	17	0	1881	60	0			0	0																
397531			7685	2460	195	0	6355	1325	0																				
397540			16610	2993	1791	0	12835	1009	0			0	0																
397559			4537	1560	114	0	2967	104	0																				
397755			6228	2842	29	0	3429	72	0																				
397858			400	2	2	0	400	4	0																				
398051			679	55	0	0	626	2	0			0	0																
398248			1640	0	28	0	1639	27	0				0																
398668	1235		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	
398837			2312	380	20	0	2322	410	0																				
399357			415	45	4	0	487	121	0																				
399517		0	32160	14115	526	0	17526	5657	5650					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399731			689	250	28	0	706	295	0				0																
399973			1082	311	16	0	828	73	0																				
400057			1411	250	11	0	1241	91	0																				
400141			7577	1250	36	0	6459	168	0																				
400365			3540	250	342	0	2957	9	0																				
400767			1195	37	16	0	1148	6	0																				
400945			704	80	65	0	589	30	0																				
401072			713	-26	0	0	743	2	-2																				
401559			461	0	0	0	461	0	0																				
401755			1943	105	5	0	1839	6	0																				
401906			5661	975	93	0	4795	202	0																				
401951			186	74	4	0	108	0	0																				
402462			673	0	15	0	658	0	0																				
402846			268	0	0	0	268	0	0																				
402873			255	0	0	0	255	0	0																				
403067			2622	-457	382	0	2697	0	0																				
403151			15402	1200	428	0	14532	758	0				0																
403179			13847	5046	170	0	9628	997	0																				
403254			6	-6	0	0	12	0	0																				
403656			945	460	257	0	866	638	0																				
403870			6449	477	47	0	6222	297	0																				
403946			14437	4975	884	0	8715	137	0																				
404653			1468	636	7	0	827	2	0																				
404943			925	622	21	0	330	48	0																				
406022			2692	500	45	0	2156	9	0																				
406059			3386	1061	41	0	3072	788	0																				
406666			3	0	3	0	1108	0	-1108																				
406778			459	1	25	0	445	12	0																				
406974			2214	190	1	0	2023	0	0																				
407168			915	132	0	0	907	124	0																				
407506			15613	4850	4663	0	12290	6190	0																				
407645			2230	200	104	0	2032	106	0																				
407850			424	84	0	0	340	0	0																				
408307			4387	1025	48	0	3440	126	0			0	0																
408642			12592	5628	26	0	6994	56	0																				
408875			6847	2549	390	0	4677	769	0																				
409265			51	0	0	0	51	0	0																				
410159			170	-36	53	0	217	64	0																				
410560			777	0	0	0	777	0	0																				
410748			4109	10	6	0	4158	65	0				0																
410917			3671	720	295	0	3132	476	0																				
410944			605	334	61	0	400	190	0																				
411062			351	37	13	0	345	44	0																				
411174			457	0	17	0	453	13	0																				
411231			561	161	30	0	406	36	0																				
411240			379	9	0	0	396	26	0																				
411473			8633	900	694	0	7101	62	0			0	0																
411512			10487	3100	1	0	8293	907	0				0																
411549			277	25	0	0	252	0	0																				
411576			533	105	17	0	411	0	0			0	0																
411624			1582	281	29	0	1503	231	0				0																
411651			1094	0	15	0	1122	43	0																				
412153			1965	260	41	0	1766	102	0																				
412452			311	96	0	0	280	65	0																				
412555			3701	1100	47	0	2955	401	0																				
412667			1063	15	26	0	1022	0	0																				
412751			68340	51500	5136	0	50412	38708	0				0																
412845			2902	235	51	0	2767	151	0																				
412872			137	28	0	0	109	0	0																				
413141			35448	9379	536	0	26567	1034	0				6																
413208	2452		1014651	730087	40466	0	636931	228400	-164433	0	4735	0		0	0	468	1150	0	1618	0	0	-434	1904	0	1470	0	0	0	
413347			369	30	0	0	341	2	0																				
413543			1346	36	0	0	1397	87	0																				
413646			4662	1566	28	0	3732	664	0																				
413673			1482	150	44	0	1291	3	0																				
413758			1660	1240	3	0	1602	1185	0																				
414102			4028	1074	102	0	3507	655	0																				
414652			1006	98	117	0	1048	257	0																				
414764			3890	1214	309	0	2986	619	0																				
414858			1391	71	124	0	1374	178	0																				
415770			2178	2028	0	0	161	11	0																				
416245		0	101048	38797	2758	0	53748	11089	16834					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
416272			783	184	185	0	599	185	0																				
416339			299	686	0	0	862	1249	0																				
416357			503	125	101	0	427	150	0																				
416656			3869	360	258	0	3554	303	0																				
416674			4644	561	35	0	4057	9	0																				
416973			380	2	1	0	407	30	0																				
417626			7261	254	2426	0	4949	368	0																				
417710			469	90	3	0	465	89	0																				
418100			3425	290	23	0	3186	74	0																				
418249			12035	200	12	0	12422	599	0																				
418436			77	0	0	0	80	3	0																				
418856			180	0	0	0	180	0	0																				
419406			44885	15950	1028	0	33287	5380	0				0																
419460			2069	968	33	0	1111	43	0																				
419675			10586	3770	323	0	7089	596	0																				
419947			313	832	7	0	235	761	0																				
420578			3022	985	106	0	2071	140	0																				
420644			4108	400	79	0	3852	223	0																				
420653			1709	283	23	0	1496	93	0			0	0																
420877			706	21	2	0	683	0	0																				
421445			796	88	21	0	692	5	0																				
421539			2399	4428	911	0	1168	4108	0																				
422059			944	75	12	0	882	25	0			0	0																
422116			914	130	122	0	733	71	0																				
422433			24518	14877	1139	0	10929	2427	0			0	0																
422657			1066	125	15	0	948	11	-11																				
423159			3164	283	157	0	3039	315	0																				
423449			7043	2193	136	0	4789	75	0																				
423636			677	205	61	0	563	152	0																				
423739			10781	3635	201	0	9716	2771	0																				
423841			182	3	1	0	296	118	0																				
424156			1073	75	11	0	988	1	0																				
424240			1593	50	13	0	1573	43	0																				
424352			2035	60	101	0	1921	47	0																				
424437			130	0	0	0	130	0	0			0	0																
424633			1537	322	16	0	1225	26	0																				
425050			179	45	12	0	178	56	0																				
425108			3805	752	13	0	3077	37	0																				
425818			3149	625	341	0	2953	770	0																				
425845			2606	170	45	0	2391	0	0																				
425911			12327	2950	18	0	9447	88	0																				
426057			905	1200	39	0	1471	1805	0																				
426141			92	0	1	0	97	6	0																				
426534			31838	10532	1975	0	20131	2968	2168			0	704																
426758			494	36	42	0	444	28	0																				
426945			1555	120	10	0	1434	9	0																				
427241			3103	540	106	0	2822	365	0																				
427353			9956	5095	385	0	6156	1680	0																				
427858			901	175	0	0	738	12	0																				
427960			584	-40	0	0	624	0	0																				
428060			9987	522	26	0	9604	165	0																				
428462			2128	140	128	0	1976	95	-21																				
428547		0	19723	11689	254	0	4308	1734	5206					0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	
428855			1184	157	34	0	1010	17	0																				
429021			7170	1600	176	0	5752	358	0																				
429487			6000	925	125	0	5640	690	0																				
430036			3899	500	32	0	3521	154	0				0																
430054			1792	294	0	0	1498	0	0																				
430344			1420	250	65	0	1208	103	0																				
431172		0	268018	172262	2988	0	35698	19858	76928			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431323			1143	193	17	0	956	23	0																				
431350			463	40	11	0	416	4	0																				
432058			360	208	21	0	141	10	0			0	0																
432432			1053	130	8	0	955	40	0																				
433505			8825	1333	2	0	7560	70	0				0																
433550			793	173	63	0	1210	653	0				0																
433608		0	14638	4723	171	0	10791	2196	1149			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433859			1077	-169	318	0	1002	74	0																				
433943			2474	410	43	0	2266	245	0																				
434203			4116	915	15	0	4135	949	0				0																
434539			1951	704	10	0	1425	188	0																				
435059			3032	740	19	0	2365	92	0																				
435077		687	72389	67633	5327	0	30176	43519	12772			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	-175	
435255			2883	117	5	0	2765	4	0																				
435666			823	148	47	0	659	31	0																				
435750			9570	2735	23	0	7033	221	0			0	0																
436159		0	170389	94606	3003	0	31139	15305	56946					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436542			3187	750	26	0	2453	42	0																				
436739			2786	200	5	0	2581	0	0																				
436953			6862	1854	251	0	7010	2253	0																				
437044			170	0	0	0	170	0	0																				
437914		0	228804	153174	5720	0	47576	13249	35583					0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	
438434			694	170	262	0	516	254	0																				
439132			3354	560	22	0	2921	149	0			0	0																
439338			22363	9386	239	0	15497	2759	0				0																
439356			8225	2810	321	0	6356	1262	0																				
439404			16253	6050	225	0	11639	1661	0				0																
439730			661	89	6	0	598	32	0																				
440857			337	55	0	0	282	0	0																				
440978			222	18	0	0	204	0	0																				
441050			1667	700	106	0	1430	569	0																				
441078			1263	755	122	0	896	510	0																				
441135			419	447	1	0	164	193	0																				
441256			25073	7500	141	0	19588	2156	0			0	0																
441359			4486	596	76	0	4577	763	0																				
441434			5177	1301	385	0	4348	857	0																				
441470			118	0	0	0	118	0	0																				
441630			738	0	142	0	743	147	0																				
442011			1821	480	263	0	1660	582	0				0																
442057			472	84	0	0	388	0	0																				
442244			2979	174	0	0	2805	0	0																				
442655			264	20	64	0	260	80	0																				
443148			1481	908	97	0	1397	921	0																				
443205			17102	3225	1120	0	14699	1942	0																				
443353			7088	1000	103	0	6827	842	0																				
443625			896	60	5	0	832	1	0																				
443634			887	100	56	0	901	170	0																				
444350			1361	322	10	0	1098	69	0																				
444556			7937	200	17	0	3671	423	4472																				
444677			42	0	0	0	42	0	0																				
445674			1114	0	0	0	1114	0	0																				
445955			3634	967	227	0	3305	865	0																				
446130			964	165	47	0	848	96	0				0																
446149			423	295	26	0	385	283	0																				
446176			287	0	10	0	277	0	0				0																
446877			1527	499	13	0	1108	93	0																				
447070			1426	0	690	0	827	91	0																				
447100			11278	5092	151	0	6179	144	0				0																
447557			2997	795	4	0	2251	53	0																				
447874		0	2845	623	20	0	2486	60	-224			0		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
448040			4897	1440	40	0	3660	243	0																				
448554			3881	400	31	0	3465	15	0																				
449038			0	0	0	0	0	0	0				0																
449430			1963	600	30	0	1461	128	0																				
449832			3545	2479	416	0	2411	1761	0			0	0																
449935			0	0	0	0	0	0	0																				
450632			2342	606	102	0	1685	51	0																				
450669			194	17	0	0	181	4	0																				
450753			1738	558	15	0	1170	5	0			0	0																
450856			89606	33446	1241	0	58625	3706	0				0																
450959			7160	1680	18	0	5580	118	0																				
451068			4008	240	127	0	3645	4	0																				
451246			2225	551	29	0	1681	36	0																				
451273			571	52	3	0	519	3	0				0																
451965	0		18220000	12956000	1211000	0	9284000	4337000	-894000	0	110000	0		0	0	35000	7000	0	42000	0	0	32000	33000	32000	12000	0	21000	0	
452159			617	700	75	0	510	668	0																				
452739			1503	140	10	0	1500	147	0																				
452841			1903	0	30	0	1890	17	0																				
453147			596	8	0	0	747	159	0																				
453446			3660	1364	316	0	3053	1073	0																				
453839			1413	375	2	0	1157	121	0																				
454546			2174	500	140	0	1588	54	0																				
454658			1707	332	36	0	1782	443	0																				
454676			7751	55	135	0	7632	71	0																				
454975			1270	225	47	0	1300	302	0																				
455150			1077	400	79	0	688	90	0				0																
455253			4101	1093	32	0	3015	39	0			0	0																
455459			612	89	5	0	554	36	0																				
455477			872	5	62	0	836	31	0																				
455552			1747	300	111	0	1362	26	0																				
455945			972	425	508	0	945	906	0																				
455972			35659	16500	14	0	19162	17	0			0	0																
456045		0	245473	111422	2070	0	102122	14486	44345			0		0	0	0	0	0	0	0	0	842	0	0	842	0	0	0	
456054			2048	0	58	0	2016	26	0																				
456250			634	0	4	0	641	11	0																				
456344			1014	0	0	0	1014	0	0																				
456755			2823	1268	481	0	2135	1061	0				0																
457060			3457	377	148	0	3156	224	0																				
457220			2886	0	345	0	2650	109	0																				
457426			2758	0	266	0	2720	228	0																				
457752			3647	760	0	0	2887	0	0																				
458142			3035	1014	88	0	2870	937	0																				
458544			4509	1953	141	0	2737	322	0																				
458665			1225	320	81	0	1134	310	0																				
458946			785	60	11	0	751	37	0																				
459130			2874	598	206	0	2653	583	0																				
459354			1441	260	37	0	1269	125	0																				
459372			1318	50	0	0	1268	0	0																				
459644			842	105	19	0	738	20	0																				
459671			26044	11920	13	0	14136	25	0			0	0																
460033			25752	7564	549	0	20379	2740	0				0																
460275			195	94	0	0	101	0	0																				
460332			2731	0	0	0	2731	0	0																				
460350			605	42	3	0	561	1	0			0	0																
460556			330	34	0	0	335	39	0																				
